"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Associated Clk/Strobe Net Name","Associated Clk/Strobe Driver Comp Ref Des & Pin Name","Associated Clk/Strobe Receiver Comp Ref Des & Pin Name","Clk/Strobe Crossing Threshold Time, [ns]","Setup Time (From Sim), tDS, [ps]","Min Setup Time, tDS(min) = tDS - Initial Delay Delta, [ps]","Base Setup Time, tDS(base), [ps]","Setup Derate Time Delta, d(tDS), [ps]","Required Setup Time, tDS(req) = tDS(base) + d(tDS), [ps]","Setup Time Margin, tDS(margin) = tDS(min) - tDS(req), [ps]","Hold Time (From Sim), tDH, [ps]","Min Hold Time, tDH(min) = tDH - Initial Delay Delta, [ps]","Base Hold Time, tDH(base), [ps]","Hold Derate Time Delta, d(tDH), [ps]","Required Hold Time, tDH(req) = tDH(base) + d(tDH), [ps]","Hold Time Margin, tDH(margin) = tDH(min) - tDH(req), [ps]","Stimulus Offset, [ns]","Comments"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","20.475"," 276.6"," 151.6","  25.0","  88.0"," 113.0","  38.6"," 504.6"," 379.6"," 100.0","  50.0"," 150.0"," 229.6","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","104.849"," 381.8"," 256.8","  25.0","  88.0"," 113.0"," 143.8"," 468.8"," 343.8"," 100.0","  50.0"," 150.0"," 193.8","-0.469"
"/Principal/BANK_502/DDR_DM1","Pass","Write rank(1,1)","U1.K25","U2.E7","/Principal/BANK_502/DDR_DQS1_P","U1.L24&L25","U2.F3&G3","51.384"," 309.0"," 184.0","  25.0","  88.0"," 113.0","  71.0"," 478.0"," 353.0"," 100.0","  50.0"," 150.0"," 203.0","-0.469"
"/Principal/BANK_502/DDR_DM1","Pass","Write rank(1,1)","U1.K25","U2.E7","/Principal/BANK_502/DDR_DQS1_P","U1.L24&L25","U2.F3&G3","41.072"," 325.4"," 200.4","  25.0","  88.0"," 113.0","  87.4"," 475.0"," 350.0"," 100.0","  50.0"," 150.0"," 200.0","-0.469"
"/Principal/BANK_502/DDR_DM2","Pass","Write rank(1,2)","U1.P26","U3.D3","/Principal/BANK_502/DDR_DQS2_P","U1.P25&R25","U3.C7&B7","49.559"," 304.5"," 179.5","  25.0","  88.0"," 113.0","  66.5","N/A","N/A","N/A","N/A","N/A","N/A","-0.469"
"/Principal/BANK_502/DDR_DM2","Pass","Write rank(1,2)","U1.P26","U3.D3","/Principal/BANK_502/DDR_DQS2_P","U1.P25&R25","U3.C7&B7","66.434"," 413.8"," 288.8","  25.0","  88.0"," 113.0"," 175.8"," 439.3"," 314.3"," 100.0","  50.0"," 150.0"," 164.3","-0.469"
"/Principal/BANK_502/DDR_DM3","Pass","Write rank(1,2)","U1.V26","U3.E7","/Principal/BANK_502/DDR_DQS3_P","U1.W24&W25","U3.F3&G3","106.745"," 288.8"," 163.8","  25.0","  88.0"," 113.0","  50.8","N/A","N/A","N/A","N/A","N/A","N/A","-0.469"
"/Principal/BANK_502/DDR_DM3","Pass","Write rank(1,2)","U1.V26","U3.E7","/Principal/BANK_502/DDR_DQS3_P","U1.W24&W25","U3.F3&G3","85.182"," 399.4"," 274.4","  25.0","  88.0"," 113.0"," 161.4"," 454.6"," 329.6"," 100.0","  50.0"," 150.0"," 179.6","-0.469"
"/Principal/BANK_502/DDR_DQ0","Pass","Write rank(1,1)","U1.J26","U2.C8","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","47.662"," 376.6"," 251.6","  25.0","  88.0"," 113.0"," 138.6","N/A","N/A","N/A","N/A","N/A","N/A","-0.469"
"/Principal/BANK_502/DDR_DQ0","Pass","Write rank(1,1)","U1.J26","U2.C8","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","90.787"," 390.0"," 265.0","  25.0","  88.0"," 113.0"," 152.0"," 448.8"," 323.8"," 100.0","  50.0"," 150.0"," 173.8","-0.469"
