"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Associated Clk/Strobe Net Name","Associated Clk/Strobe Driver Comp Ref Des & Pin Name","Associated Clk/Strobe Receiver Comp Ref Des & Pin Name","Clk/Strobe Crossing Threshold Time, [ns]","Setup Time (From Sim), tDS, [ps]","Min Setup Time, tDS(min) = tDS - Initial Delay Delta, [ps]","Base Setup Time, tDS(base), [ps]","Setup Derate Time Delta, d(tDS), [ps]","Required Setup Time, tDS(req) = tDS(base) + d(tDS), [ps]","Setup Time Margin, tDS(margin) = tDS(min) - tDS(req), [ps]","Hold Time (From Sim), tDH, [ps]","Min Hold Time, tDH(min) = tDH - Initial Delay Delta, [ps]","Base Hold Time, tDH(base), [ps]","Hold Derate Time Delta, d(tDH), [ps]","Required Hold Time, tDH(req) = tDH(base) + d(tDH), [ps]","Hold Time Margin, tDH(margin) = tDH(min) - tDH(req), [ps]","Stimulus Offset, [ns]","Comments"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7"," 2.661"," 410.2"," 285.2","  25.0","  88.0"," 113.0"," 172.2","N/A","N/A","N/A","N/A","N/A","N/A","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7"," 6.412","N/A","N/A","N/A","N/A","N/A","N/A"," 591.9"," 466.9"," 100.0","  50.0"," 150.0"," 316.9","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7"," 7.350"," 297.2"," 172.2","  25.0","  88.0"," 113.0","  59.2"," 496.4"," 371.4"," 100.0","  50.0"," 150.0"," 221.4","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7"," 8.287"," 410.4"," 285.4","  25.0","  88.0"," 113.0"," 172.4","N/A","N/A","N/A","N/A","N/A","N/A","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","10.162","N/A","N/A","N/A","N/A","N/A","N/A"," 594.7"," 469.7"," 100.0","  50.0"," 150.0"," 319.7","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","11.100"," 291.9"," 166.9","  25.0","  88.0"," 113.0","  53.9"," 496.3"," 371.3"," 100.0","  50.0"," 150.0"," 221.3","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","12.037"," 410.0"," 285.0","  25.0","  88.0"," 113.0"," 172.0","N/A","N/A","N/A","N/A","N/A","N/A","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","15.787","N/A","N/A","N/A","N/A","N/A","N/A"," 592.0"," 467.0"," 100.0","  50.0"," 150.0"," 317.0","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","16.725"," 297.0"," 172.0","  25.0","  88.0"," 113.0","  59.0","N/A","N/A","N/A","N/A","N/A","N/A","-0.469"
"/Principal/BANK_502/DDR_DM0","Pass","Write rank(1,1)","U1.G24","U2.D3","/Principal/BANK_502/DDR_DQS0_P","U1.H24&G25","U2.C7&B7","17.662","N/A","N/A","N/A","N/A","N/A","N/A"," 580.5"," 455.5"," 100.0","  50.0"," 150.0"," 305.5","-0.469"
